show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s2532,Movie,dilan 1990,"fajar bustomi, pidi baiq","vanesha prescilla, iqbaal ramadhan, debo andryos, giulio parengkuan, omara esteghlal, yoriko angeline, zulfa maharani, brandon salim",Indonesia,2020-05-14,2018,TV-14,109 min,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020,May,Dramas,IDN
s2533,Movie,dilan 1991,"fajar bustomi, pidi baiq","iqbaal ramadhan, vanesha prescilla, ira wibowo, bucek depp, happy salma, farhan, maudy koesnaedi, jerome kurnia",Indonesia,2020-05-14,2019,TV-14,118 min,"Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.",2020,May,Dramas,IDN
s2534,Movie,fan of amoory,salmeen almurry amer,"almulla abdulrahman, mansour al felei, abdullah bin heider, alhamadi hamad, alzaabi matar, albloushi mayed, althogali saif, alaa shakir",United Arab Emirates,2020-05-14,2018,TV-G,109 min,"Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",2020,May,Children & Family Movies,ARE
s2535,Movie,malang,mohit suri,"anil kapoor, aditya roy kapur, disha patani, kunal khemu, makrand deshpande, vatsal seth, amruta khanvilkar, shaad randhawa",India,2020-05-14,2020,TV-MA,131 min,"Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",2020,May,Action & Adventure,IND
s2536,Movie,match,obaid alhmoudi,"mahmood bin shamsan, waleed alyasi, sawsan saad",Unknown,2020-05-14,2017,TV-14,91 min,"After living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives.",2020,May,Dramas,Unknown
s2537,Movie,rencor tatuado,julián hernández,"diana lein, irving peña, césar romero, césar ramos, giovanna zacarías, mónica del carmen, rocío verdejo, itatí cantoral",Mexico,2020-05-14,2018,TV-MA,152 min,"Armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.",2020,May,Dramas,MEX
s2538,Movie,the delivery boy,adekunle nodash adejuyigbe,"jamal ibrahim, jemima osunde, charles etubiebi, jude chukwuka, chris iheuwa, kehinde fasuyi",Nigeria,2020-05-14,2018,TV-14,67 min,A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,2020,May,International Movies,NGA
s2539,Movie,wedy atkalam,sadeq behbehani,"abdulmohsen al-qaffas, jamal alradhan, jassim al nabhan, layla abdullah, khaled al-buraiki",Kuwait,2020-05-14,2018,TV-PG,72 min,"A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",2020,May,Comedies,KWT
s2540,Movie,fire in the blood,dylan mohan gray,william hurt,India,2020-05-13,2012,TV-14,83 min,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,2020,May,Documentaries,IND
s2541,Movie,the wrong missy,tyler spindel,"david spade, lauren lapkus, nick swardson, geoff pierson, jackie sandler, sarah chalke, rob schneider, chris witaske, joe anoa'i, molly sims",United States,2020-05-13,2020,TV-MA,90 min,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",2020,May,Comedies,USA
s2542,Movie,ali & alia,hussein el ansary,"khalifa albhri, neven madi, talal mahmood, sawsan saad, fatma hassan",United Arab Emirates,2020-05-12,2019,TV-14,106 min,Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,2020,May,Dramas,ARE
s2543,TV Show,true: terrific tales,unknown,"michela luci, jamie watson, eric peterson, anna claire bartlam, nicolas aqui, cory doran, julie lemieux, derek mcgrath",Canada,2020-05-12,2020,TV-Y,1 Season,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020,May,Kids' TV,CAN
s2544,Movie,unbreakable kimmy schmidt: kimmy vs. the reverend,claire scanlon,"ellie kemper, jane krakowski, tituss burgess, carol kane, jon hamm, daniel radcliffe, lauren adams, sara chase, sol miranda, amy sedaris, mike carlsen, dylan gelula, chris parnell, heidi gardner, jack mcbrayer, zak orth, fred armisen, johnny knoxville",United States,2020-05-12,2020,TV-14,190 min,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?",2020,May,Comedies,USA
s2545,Movie,action replayy,vipul amrutlal shah,"akshay kumar, aishwarya rai bachchan, om puri, kiron kher, neha dhupia, rannvijay singh, aditya roy kapur, sudeepa singh, randhir kapoor, rajpal yadav",India,2020-05-11,2010,TV-PG,129 min,"Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.",2020,May,Children & Family Movies,IND
s2546,Movie,andaz apna apna,rajkumar santoshi,"aamir khan, salman khan, raveena tandon, karisma kapoor, paresh rawal, mehmood, deven verma, jagdeep, shakti kapoor",India,2020-05-11,1994,TV-14,160 min,"Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.",2020,May,Action & Adventure,IND
s2547,TV Show,bordertown,unknown,"ville virtanen, matleena kuusniemi, anu sinisalo, lenita susi, kristiina halttu, olivia ainali, ilkka villi, max bremer, matti laine, jasmin hamid",Finland,2020-05-11,2019,TV-MA,3 Seasons,A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,2020,May,Crime TV Shows,FIN
s2548,Movie,have a good trip: adventures in psychedelics,donick cary,"nick offerman, adam scott",United States,2020-05-11,2020,TV-MA,86 min,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.",2020,May,Documentaries,USA
s2549,TV Show,trial by media,unknown,unknown,United States,2020-05-11,2020,TV-MA,1 Season,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020,May,Crime TV Shows,USA
s2550,Movie,john henry,will forbes,"terry crews, ludacris, jamila velazquez, j.j. soria, ken foree, daffany clark, kimberly hébert-gregory, tyler alvarez",United States,2020-05-09,2020,R,92 min,A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.,2020,May,Dramas,USA
s2551,Movie,18 presents,francesco amato,"vittoria puccini, benedetta porcaroli, edoardo leo, sara lazzaro, marco messeri, betty pedrazzi, alessandro giallocosta, filippo gili, giacomo rosselli",Italy,2020-05-08,2020,TV-MA,114 min,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,2020,May,Dramas,ITA
s2552,TV Show,dead to me,unknown,"christina applegate, linda cardellini, james marsden, max jenkins, sam mccarthy, luke roessler, edward asner",United States,2020-05-08,2020,TV-MA,2 Seasons,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,2020,May,TV Comedies,USA
s2553,TV Show,restaurants on the edge,unknown,"nick liberato, karin bohn, dennis prescott",Canada,2020-05-08,2020,TV-14,2 Seasons,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2020,May,International TV Shows,CAN
s2554,TV Show,the eddy,"damien chazelle, houda benyamina, laïla marrakchi, alan poul","andré holland, joanna kulig, amandla stenberg, leïla bekhti, tahar rahim, benjamin biolay, adil dehbi, melissa george, lada obradovic, tchéky karyo, randy kerber, elyes aguis, damian nueva cortes",United Kingdom,2020-05-08,2020,TV-MA,1 Season,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020,May,International TV Shows,GBR
s2555,TV Show,the hollow,unknown,"adrian petriw, ashleigh ball, connor parnall, mark hildreth, alex barima, jesse moss, diana kaarina, brian dobson",Canada,2020-05-08,2020,TV-Y7,2 Seasons,"Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.",2020,May,Kids' TV,CAN
s2556,Movie,aerials,s.a. zaidi,"saga alyasery, ana druzhynina, mansour al felei, mohammad abu diak, pascale matar, luke coutts, abeer mohammed",United Arab Emirates,2020-05-07,2016,TV-14,90 min,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,2020,May,International Movies,ARE
s2557,Movie,in paradox,hamad alsarraf,"faisal al omairi, jafra younes, samr ismaiel, ghanim alzerlli, jaber jokhadar, nawar youssef, jassim al nabhan, fayez kazak, nancy khoury, jamal hamdan",Kuwait,2020-05-07,2019,TV-14,94 min,"On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity.",2020,May,International Movies,KWT
s2558,TV Show,scissor seven,he xiaofeng,"he xiaofeng, jiang guangtao, duan yixuan, zhu rongrong, wen sen, jiang huiqin, ban ma, ronny chieng, shinji saito, daniel sosa",China,2020-05-07,2020,TV-MA,2 Seasons,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2020,May,International TV Shows,CHN
s2559,Movie,si doel the movie,rano karno,"rano karno, mandra naih, cornelia agatha, maudy koesnaedi, aminah tjendrakasih, suty karno, salman alfarizi, adam jagwani",Indonesia,2020-05-07,2018,TV-PG,86 min,"Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",2020,May,Dramas,IDN
s2560,Movie,becoming,nadia hallgren,michelle obama,United States,2020-05-06,2020,PG,89 min,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",2020,May,Documentaries,USA
s2561,Movie,"sí, mi amor",pedro flores maldonado,"yiddá eslava, julián zucchi, andrés salas, magdyel ugaz, pietro sibille, saskia bernaola, sebastián monteghirfo, mayra olivera",Unknown,2020-05-06,2020,TV-MA,107 min,A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,2020,May,Comedies,Unknown
s2562,Movie,jerry seinfeld: 23 hours to kill,joe demaio,jerry seinfeld,United States,2020-05-05,2020,TV-PG,61 min,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts.",2020,May,Stand-Up Comedy,USA
s2563,Movie,arctic dogs,aaron woodley,"jeremy renner, heidi klum, james franco, john cleese, omar sy, michael madsen, laurie holden, anjelica huston, alec baldwin, donny falsetti",India,2020-05-04,2019,PG,93 min,"When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",2020,May,Children & Family Movies,IND
s2564,Movie,luccas neto em: acampamento de férias 2,lucas margutti,"luccas neto, giovanna alparone, jéssica diehl, vivian duarte",Brazil,2020-05-04,2020,TV-G,81 min,"Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach.",2020,May,Children & Family Movies,BRA
s2565,Movie,one day: justice delivered,ashok nanda,"anupam kher, esha gupta, kumud mishra, kashyap bharbhaya, anusmiritu sarkar, zakir hussain, rajesh sharma, murli sharma, ananth narayan mahadevan, deepshikha",India,2020-05-03,2019,TV-14,120 min,"A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate.",2020,May,Dramas,IND
s2566,TV Show,almost happy,hernán guerschuny,"sebastián wainraich, natalie pérez, santiago korovsky",Argentina,2020-05-02,2020,TV-MA,1 Season,"Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",2020,May,International TV Shows,ARG
s2567,Movie,bennett's war,alex ranarivelo,"michael roark, trace adkins, ali afshar, allison paige, tony panterra, brando eaton, hunter clowdus, michael king",United States,2020-05-02,2019,PG-13,94 min,A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.,2020,May,Dramas,USA
s2568,Movie,death can wait,fernando ayllón,"ricardo quevedo, nelson polanía, liss pereira, brian moreno, ana cristina botero, jairo ordóñez, luis alberto saavedra, blanca ligia franco, marianne schaller romero, shirley marulanda",Colombia,2020-05-02,2020,TV-14,91 min,"After learning he may die soon, a modest accountant pulls off a shady money scheme and heads to Europe, where he's faced with a life-or-death situation.",2020,May,Comedies,COL
s2569,TV Show,hangar 1: the ufo files,unknown,unknown,Unknown,2020-05-02,2015,TV-PG,1 Season,Researchers add context and clarity to UFO mysteries and conspiracy theories as they unpack clues in a trove of files covering decades of sightings.,2020,May,Docuseries,Unknown
s2570,TV Show,hoarders,unknown,unknown,Unknown,2020-05-02,2020,TV-PG,1 Season,"This reality series enters the worlds of compulsive hoarders, whose addiction to acquisition overwhelms not just their homes but also their lives.",2020,May,Reality TV,Unknown
s2571,Movie,lady driver,shaun paul piccinino,"grace van dien, sean patrick flanery, christina moore, casper van dien, amanda detmer, john ducey, matthew joel kranyak, david gridley",United States,2020-05-02,2019,PG,104 min,"When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect.",2020,May,Dramas,USA
s2572,Movie,mike birbiglia: my girlfriend's boyfriend,seth barrish,mike birbiglia,United States,2020-05-02,2013,TV-14,76 min,"On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",2020,May,Stand-Up Comedy,USA
s2573,Movie,roped,shaun paul piccinino,"josh swickard, casper van dien, lorynn york, christina moore, john schneider, michael roark, shane graham, cooper lundeen, javicia leslie, spencer neville",United States,2020-05-02,2020,PG,90 min,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,2020,May,Children & Family Movies,USA
s2574,Movie,the stand at paxton county,brett hedlund,"jacqueline toboni, michael o'neill, tyler jacob moore, christopher mcdonald, sean o'bryan, blake sheldon, zoe kanters, greg perrow, tanner thomason",United States,2020-05-02,2020,R,103 min,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,2020,May,Dramas,USA
s2575,TV Show,the universe: ancient mysteries solved,unknown,erik thompson,Unknown,2020-05-02,2015,TV-PG,1 Season,"From astronomical events to shapes and patterns in space, strange and wonderful phenomena are explored with modern science in this series.",2020,May,Docuseries,Unknown
s2576,TV Show,wwii in hd,unknown,"gary sinise, rob lowe, josh lucas, justin bartha, amy smart, ll cool j, steve zahn, jason ritter, ron livingston, tim dekay, mark hefti, james kyson, rob corddry",United States,2020-05-02,2009,TV-14,1 Season,Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.,2020,May,Docuseries,USA
s2577,Movie,all day and a night,joe robert cole,"jeffrey wright, ashton sanders, regina taylor, yahya abdul-mateen ii, isaiah john, kelly jenrette, shakira ja-nai paye",United States,2020-05-01,2020,R,122 min,"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",2020,May,Dramas,USA
s2578,Movie,cracked up: the darrell hammond story,michelle esrick,darrell hammond,United States,2020-05-01,2018,TV-MA,97 min,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult.",2020,May,Documentaries,USA
s2579,Movie,get in,olivier abbou,"adama niane, stéphane caillard, paul hamy, eddy leduc, hubert delattre, matthieu kacou, charlotte geiger, christopher fataki",France,2020-05-01,2019,TV-MA,98 min,"When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights.",2020,May,International Movies,FRA
s2580,Movie,go! go! cory carson: the chrissy,"alex woo, stanley moore","alan c. lim, maisie benson, kerry gudjohnsen, terrance smith, paul killam, omari weaver, ella joy ballesteros, smith foreman, stanley moore",United States,2020-05-01,2020,TV-Y,42 min,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",2020,May,Children & Family Movies,USA
s2581,TV Show,hollywood,unknown,"david corenswet, darren criss, patti lupone, jeremy pope, jim parsons, laura harrier, joe mantello, dylan mcdermott, jake picking, holland taylor, samara weaving",United States,2020-05-01,2020,TV-MA,1 Season,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true.",2020,May,TV Dramas,USA
s2582,Movie,i am divine,jeffrey schwarz,unknown,United States,2020-05-01,2013,TV-MA,90 min,This captivating documentary explores the life and work of filmmaker John Waters's muse: internationally celebrated drag superstar Divine.,2020,May,Documentaries,USA
s2583,Movie,madagascar: escape 2 africa,"eric darnell, tom mcgrath","ben stiller, chris rock, david schwimmer, jada pinkett smith, sacha baron cohen, cedric the entertainer, andy richter, bernie mac, alec baldwin, sherri shepherd",United States,2020-05-01,2008,PG,91 min,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",2020,May,Children & Family Movies,USA
s2584,TV Show,masha and the bear,unknown,"alina kukushkina, boris kutnevich, giselle nieto, elsie fisher",Russia,2020-05-01,2019,TV-Y,4 Seasons,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.",2020,May,Kids' TV,RUS
s2585,Movie,material,craig freimond,"vincent ebrahim, riaad moosa, joey rasdien, denise newman, krijay govender, nik rabinowitz, zakeeya patel, carishma basday, royston stoffels, mel miller",South Africa,2020-05-01,2012,TV-14,94 min,"A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",2020,May,Comedies,ZAF
s2586,TV Show,medici: masters of florence,unknown,"richard madden, dustin hoffman, stuart martin, annabel scholey",Italy,2020-05-01,2019,TV-MA,3 Seasons,"After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",2020,May,International TV Shows,ITA
s2587,TV Show,monthly girls' nozaki kun,unknown,"yuichi nakamura, ari ozawa, nobuhiko okamoto, yuki ono, ryohei kimura, mai nakahara, miyuki sawashiro, mamoru miyano, marie miyake, ayako kawasumi, kenta miyake, daisuke ono",Japan,2020-05-01,2014,TV-PG,1 Season,Art imitates life when Chiyo discovers her crush is a famous artist who wants to use their budding relationship as inspiration for his romantic manga.,2020,May,Anime Series,JPN
s2588,Movie,mrs. serial killer,shirish kunder,"jacqueline fernandez, manoj bajpayee, mohit raina, zayn marie khan",India,2020-05-01,2020,TV-MA,107 min,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",2020,May,International Movies,IND
s2589,TV Show,oh yuck,unknown,"kayne tremills, nia roam, david collins, shane dundas",Canada,2020-05-01,2020,TV-G,1 Season,"Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.",2020,May,Kids' TV,CAN
s2590,Movie,psycho,mysskin,"udhayanidhi stalin, aditi rao hydari, nithya menon, ram, rajkumar pitchumani",India,2020-05-01,2020,TV-MA,143 min,"As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",2020,May,Horror Movies,IND
s2591,TV Show,reckoning,unknown,"aden young, sam trammell, simone kessell, laura gordon, gloria garayua, mitzi ruhlmann, milly alcock, ed oxenbould, finn little, anthony phelan, diana glenn, lauren pegus",Australia,2020-05-01,2019,TV-MA,1 Season,"When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons.",2020,May,Crime TV Shows,AUS
s2592,Movie,the half of it,alice wu,"leah lewis, daniel diemer, alexxis lemire, wolfgang novogratz, collin chou, becky ann baker, enrique murciano, macintyre dixon, catherine curtin",United States,2020-05-01,2020,PG-13,105 min,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",2020,May,Comedies,USA
s2593,Movie,the heartbreak kid,"bobby farrelly, peter farrelly","ben stiller, michelle monaghan, jerry stiller, malin akerman, stephanie courtney, rob corddry, carlos mencia, ali hillis, danny mcbride, scott wilson",United States,2020-05-01,2007,R,116 min,"Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",2020,May,Comedies,USA
s2594,Movie,thomas & friends: marvelous machinery: a new arrival,joey so,"joseph may, keith wickham, yvonne grundy, jules de jongh, rachael louise miller, rob rackstraw, mike grady",Unknown,2020-05-01,2020,TV-Y,23 min,"With a technology fair in Sodor, Thomas and the Steam Team tackle a flurry of tasks — but can they complete their deliveries before the grand opening?",2020,May,Children & Family Movies,Unknown
s2595,Movie,thomas & friends: marvelous machinery: world of tomorrow,joey so,"joseph may, keith wickham, yvonne grundy, matt mccooey, joe swash, jules de jongh, rob rackstraw, rachael louise miller, mike grady, siu-see hung",Unknown,2020-05-01,2020,TV-Y,23 min,"Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are.",2020,May,Children & Family Movies,Unknown
s2596,Movie,thomas & friends: thomas and the royal engine,joey so,"rosamund pike, joseph may, keith wickham, sharon miller, jules de jongh, rachael louise miller, rob rackstraw",Unknown,2020-05-01,2020,TV-Y,23 min,An invitation from the Queen sends Thomas and the crew to London as they weave through delays and debacles while racing to a royal celebration.,2020,May,Children & Family Movies,Unknown
s2597,Movie,what a girl wants,dennie gordon,"amanda bynes, colin firth, kelly preston, eileen atkins, anna chancellor, jonathan pryce, oliver james, christina cole",United States,2020-05-01,2003,PG,105 min,"In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",2020,May,Children & Family Movies,USA
s2598,Movie,dangerous lies,michael m. scott,"camila mendes, jessie t. usher, jamie chung, cam gigandet, sasha alexander, elliott gould",United States,2020-04-30,2020,TV-14,97 min,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",2020,April,Thrillers,USA
s2599,TV Show,drifting dragons,unknown,"tomoaki maeno, sora amamiya, soma saito, kana hanazawa, junichi suwabe, tomokazu seki, takahiro sakurai, kohsuke toriumi, rie kugimiya, kentaro kumagai, makoto furukawa, takashi matsuyama, shunsuke takeuchi, yuto uemura, chinatsu akasaki, junya enoki, kazuhiko inoue, hiroo sasaki",Japan,2020-04-30,2020,TV-14,1 Season,"Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",2020,April,Anime Series,JPN
s2600,TV Show,el señor de los cielos,unknown,"rafael amaya, ximena herrera, robinson díaz, raúl méndez, gabriel porras, carmen villalobos, mauricio ochmann, fernanda castillo, marlene favela, carmen aub, maritza rodríguez",United States,2020-04-30,2019,TV-MA,7 Seasons,Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,2020,April,Crime TV Shows,USA
s2601,TV Show,good witch,unknown,"catherine bell, bailee madison, rhys matthew bond, james denton, catherine disher, anthony lemke, peter macneill, hannah endicott-douglas, noah cappe, kylee evans",United States,2020-04-30,2019,TV-PG,5 Seasons,"Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",2020,April,TV Dramas,USA
s2602,Movie,rich in love,bruno garotti,"danilo mesquita, giovanna lancellotti, jaffar bambirra, lellê, ernani moraes, gillray coutinho, jeniffer dias, bruna griphao, fernanda paes leme",Brazil,2020-04-30,2020,TV-14,105 min,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",2020,April,Comedies,BRA
s2603,TV Show,the forest of love: deep cut,sion sono,"kippei shiina, shinnosuke mitsushima, kyooko hinami, eri kamataki, young dais, natsuki kawamura, yuzuka nakaya, dai hasegawa, chiho fujii, sei matobu, denden",Japan,2020-04-30,2020,TV-MA,1 Season,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020,April,Crime TV Shows,JPN
s2604,TV Show,the victims' game,"david chuang, chen kuan-chung","joseph chang, hsu wei-ning, jason wang, ruby lin, moon lee, river huang, chen chia-kuei, ding ning, hsia ching-ting, rexen cheng",Taiwan,2020-04-30,2020,TV-MA,1 Season,"After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",2020,April,Crime TV Shows,TWN
s2605,Movie,a secret love,chris bolan,unknown,United States,2020-04-29,2020,TV-14,83 min,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020,April,Documentaries,USA
s2606,Movie,ekşi elmalar,yılmaz erdoğan,"yılmaz erdoğan, farah zeynep abdullah, songül öden, şükran ovalı, devrim yakut, şükrü özyıldız, fatih artman, cezmi baskın, caner cindoruk, ersin korkut",Turkey,2020-04-29,2016,TV-PG,109 min,"In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",2020,April,Dramas,TUR
s2607,TV Show,extracurricular,unknown,"kim dong-hee, jung da-bin, park ju-hyun, nam yoon-su, choi min-soo, kim yeo-jin, park hyuk-kwon",South Korea,2020-04-29,2020,TV-MA,1 Season,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,2020,April,Crime TV Shows,KOR
s2608,Movie,love is war,omoni oboli,"omoni oboli, richard mofe-damijo, jide kosoko, akin lewis, bimbo manuel, shaffy bello, toke makinwa, femi branch, uzor osimkpa",Nigeria,2020-04-29,2019,TV-14,111 min,An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,2020,April,Comedies,NGA
s2609,Movie,murder to mercy: the cyntoia brown story,unknown,unknown,United States,2020-04-29,2020,TV-MA,97 min,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",2020,April,Documentaries,USA
s2610,TV Show,nadiya’s time to eat,unknown,nadiya hussain,United Kingdom,2020-04-29,2020,TV-G,1 Season,"On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.",2020,April,British TV Shows,GBR
s2611,Movie,r.k.nagar,saravana rajan,"vaibhav reddy, sana althaf, sampath raj, inigo prabhakaran, anjana keerthi, subbu panchu",India,2020-04-29,2019,TV-14,132 min,Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.,2020,April,Action & Adventure,IND
s2612,TV Show,tjovitjo,unknown,"warren masemola, nobulali dangazele, rapulana seiphemo, sibulele gcilitshana, jabulile mahlambi, ntosh madlingozi, hlengiwe lushaba, kanyi nokwe, harriet manamela, soso rungqu, fisiwe kubeka, victor mohale",South Africa,2020-04-29,2017,TV-MA,2 Seasons,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",2020,April,International TV Shows,ZAF
s2613,Movie,beynelmilel,"muharrem gülmez, sırrı süreyya önder","cezmi baskın, özgü namal, umut kurt, nazmi kırık, bahri beyat, meral okay, dilber ay, şahin irmak, oktay kaynarca, burak tamdoğan",Turkey,2020-04-28,2006,TV-MA,102 min,"When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",2020,April,Comedies,TUR
s2614,Movie,bir baba hindu,sermiyan midyat,"sermiyan midyat, şafak sezer, nicole faria, burak satıbol",Turkey,2020-04-28,2016,TV-MA,107 min,A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,2020,April,Action & Adventure,TUR
s2615,Movie,boushkash,"ahmed yousry, hazem fouda","mohamed saad, zeina, ezzat abou aouf, edward, hassan hosny, ahmed rateb, hamdi el sakhawy, safaa el-toukhy",Egypt,2020-04-28,2008,TV-MA,100 min,A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,2020,April,Comedies,EGY
s2616,Movie,cinar agaci,handan i̇pekçi,"nurgül yeşilçay, celile toyon uysal, deniz deha lostar, settar tanrıöğen, suzan aksoy, hüseyin avni danyal, jülide kural, ragıp savaş",Turkey,2020-04-28,2011,TV-14,115 min,"A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.",2020,April,Comedies,TUR
